Channel,RMS,Sigma,Mean,Rate,PED_Mean,PED_Sigma,P1,P0,P1_err,P0_err,Time,Gain,Gain_err,Rate_err
28,44.39765236987643,16.4907481672226,163.0386935116282,282.4033333333333,96.4,2.4,135.1,-0.0,4.9,5.8,630.104422,3.0828411136023406,0.2906966116032135,0.6860555533061606
29,54.69655263623452,17.031207267522312,162.485,136.5,101.6,2.3,132.0,-3.5,1.6,1.1,626.752300825,3.0485321969696977,0.06398522758778552,0.4769696007084728
30,68.6979752233972,17.660653833405902,159.28238902923133,82.68333333333334,95.0,2.4,133.3,-5.9,2.9,2.1,636.782536675,3.2906221412805388,0.12185160420918013,0.37122170674080407
31,74.65287612163252,15.103181425683207,151.5131232387232,193.47666666666666,92.2,2.2,139.2,-3.2,3.8,3.5,1047.833040575,2.806803306336351,0.1748556823344925,0.5678565937902905
32,44.659270132862225,19.975012955072092,131.0772131914396,233.94333333333333,65.4,2.9,122.6,-0.8,2.0,1.7,1108.2540391999999,3.388928078682687,0.10286811113376867,0.6244241791887591
33,32.139809597824545,15.990696411385075,123.3311365694264,428.415,62.3,2.7,121.8,2.1,1.1,1.5,626.746529025,3.023970472569089,0.08170397621229912,0.845
34,31.73245104373152,15.006423121235144,121.87768850741055,540.3516666666667,67.0,2.7,115.6,11.6,4.9,7.5,623.401243375,2.3398404253574046,0.41745106767559415,0.9489921554528843
35,38.073748670829026,18.08310724248909,123.1200304034795,321.2733333333333,58.4,2.7,121.2,1.0,3.5,3.2,616.6858929,3.2858926569451063,0.1903773719623751,0.731748287019215
36,41.25139355148453,17.183931165544628,126.44649717081286,310.695,70.0,3.2,122.6,-1.9,3.4,5.1,625.07027205,2.9744339911711286,0.2727789511032117,0.7196005836573509
37,36.840295790447605,16.079157660557264,117.69527124158282,446.92333333333335,61.4,2.5,120.3,-0.2,1.9,3.4,631.785189725,2.9351242332493155,0.18263756882751556,0.8630598022282246
38,30.950832516810035,15.317092881684637,126.54885344700867,458.90166666666664,67.6,2.8,116.8,4.2,3.4,5.1,630.106922275,2.92962614763531,0.2859253829752337,0.8745490901665333
39,44.208083763444435,17.973889155279014,134.97525150135792,267.5133333333333,67.2,2.4,119.4,0.4,1.4,1.6,1079.736661625,3.526761489811448,0.0934639722528288,0.6677241612788589
40,54.85868253931316,18.593995805175076,128.80790237883872,458.8333333333333,67.3,2.6,120.7,1.8,1.2,1.5,641.851250575,3.0917513659299254,0.08357347339931029,0.8744839748229938
41,55.72900375570729,20.436306658842806,128.70629817049436,443.93,59.8,2.7,119.4,2.0,2.5,2.0,631.785210625,3.5022141002143194,0.12785094005995862,0.8601647129087157
42,32.30314039628139,18.141164730174836,126.26864612828706,555.4516666666667,61.2,2.8,116.9,7.3,3.1,4.1,636.824477475,3.0885717562172292,0.234018172084857,0.9621604740259172
43,31.920110889605507,15.667427982431368,120.49063263096946,668.9683333333334,59.5,2.5,119.5,4.3,1.3,1.6,628.43525175,2.964991246389616,0.08970185643202815,1.0559106127993136
44,40.88335984565005,16.277504376221742,122.04147014004789,281.1616666666667,62.6,2.8,125.6,0.2,1.7,1.8,631.786569025,2.9479234743256315,0.09809499939160438,0.6845456725287055
45,33.23300411889639,16.498249267853833,126.43297581697757,416.81333333333333,66.8,2.6,125.9,-1.7,3.3,4.5,635.1380340999999,3.0447267581899116,0.2372302762051729,0.8334799870956044
46,35.36435202692937,15.4030163241206,119.06238937131671,325.11333333333334,67.2,2.5,119.2,-3.4,1.4,1.7,628.4287118,2.8975665568014213,0.09544675107761284,0.7361083857391897
47,41.742039912033945,15.13095874615215,117.40306519044518,323.03833333333336,63.4,2.5,119.5,4.3,4.0,5.3,1121.678195875,2.599532698245041,0.2905440537557175,0.7337555602666478
48,55.96176999190071,22.183186106765103,136.64959291589727,166.66,63.6,2.5,126.6,-0.6,3.6,5.9,977.3966111,3.6359396186758133,0.3091169553166776,0.5270357356637846
49,48.97942355179996,15.72164645958241,118.59832530348615,163.1,64.4,2.5,119.0,7.1,2.0,2.7,626.725445975,2.4736515390486415,0.1478226734156597,0.5213763835592607
50,45.37211176420312,18.158142681939488,123.62390743102429,220.02166666666668,62.1,2.4,120.5,8.5,2.4,3.5,613.3249851749999,2.7502026675842473,0.18965484713126757,0.6055598878540237
51,36.622137140377546,14.651438156502776,114.96163199315883,506.2416666666667,59.6,2.7,128.9,0.4,2.2,3.5,623.4020889,2.664935608667515,0.1757041793935654,0.9185510933590526
52,42.83112733131669,16.6160812717337,123.2856301713719,219.84833333333333,63.9,2.4,127.4,-2.8,1.3,1.8,621.7145666,3.0507079165704423,0.09368488336893174,0.6053213104532905
53,62.443768623644885,20.15268311774082,123.41462457642233,98.52833333333334,60.5,2.5,126.8,4.5,1.4,1.9,628.410274825,2.879269744500312,0.09906987556945576,0.40523312906139464
54,29.36358024166677,14.699120678983466,116.81230798771121,629.9833333333333,57.5,2.6,122.5,2.3,0.7,0.8,628.4349506,2.908791223862817,0.044104785642367084,1.0246815223386347
55,42.24259616232568,15.950397214311083,118.6442451589497,299.77,63.6,2.6,125.4,5.1,2.5,3.2,965.6504133499999,2.4892466686079393,0.16705315594825051,0.7068356716144614
56,50.13160746943896,14.057515863672428,111.85666356171946,396.615,60.9,2.3,120.0,9.5,3.0,4.9,640.1771481,2.1592012271728884,0.26086328512051493,0.8130344396149526
57,40.13897409030403,15.92319862966446,116.91943236677197,325.23333333333335,58.5,2.7,124.5,0.1,1.1,1.4,625.0767421749999,2.9276823477295166,0.07493403069073257,0.7362442227654867
58,39.74567497991669,14.700038508657878,111.81918622073404,260.49333333333334,57.8,2.6,125.0,-1.3,2.1,3.6,621.7132286,2.7659593110367022,0.1859199374389092,0.6589048152469031
59,60.54289260471625,17.623641312838668,113.84180134502306,98.96166666666667,54.9,2.5,124.0,3.9,1.1,1.5,620.0222427499999,2.7742843419870495,0.07967786434381915,0.40612327083178956
60,49.56589695875333,16.573596149883823,119.28618345138555,193.44666666666666,59.8,2.6,122.5,11.8,6.2,10.5,626.7482849749999,2.4329685434380384,0.5496954955802862,0.5678125668837483
61,53.49270495398021,16.818817813487826,117.69855527041156,145.23333333333332,59.5,2.7,122.4,2.9,1.7,2.4,625.0626936,2.8236598892162763,0.12873738096594686,0.4919914181726705
62,35.66480630855872,12.985722585961703,113.23597445024136,346.7,62.6,2.8,122.0,-1.6,2.6,3.4,628.43269235,2.6760232812623648,0.18329067930972662,0.7601534932718085
63,45.00657917617425,16.504431835943787,117.33966432216947,268.1016666666667,55.4,2.8,123.8,-0.1,1.3,1.4,948.873557625,3.1320509047945007,0.0780116087453816,0.6684580099835076
64,41.06536838758828,17.949748357490897,147.37036631680328,314.47833333333335,83.4,2.1,124.7,2.3,3.0,2.2,1024.3753113999999,3.090936563592787,0.13302802721670054,0.723968615034903
65,33.34721636659151,18.05719622588366,153.54318583674657,460.965,86.8,2.2,125.7,0.5,2.2,1.6,660.3110047,3.2937144906894678,0.09827456090187861,0.8765129776563494
66,43.780203755962944,19.04815759777352,149.62349296972275,228.88333333333333,80.2,2.3,126.0,0.3,1.1,0.7,633.464711225,3.4287446909584696,0.04598611604277396,0.6176343758423929
67,32.99597630516542,13.576673831080145,147.19138390812853,377.5,93.9,2.2,120.0,2.1,3.3,2.4,643.525672925,2.6662179118816938,0.14493238847080842,0.7932002689527196
68,28.92921333490682,15.28014876267892,151.38798138420924,622.0616666666666,88.8,2.0,122.2,-0.3,1.8,1.3,630.1101915249999,3.216447493054891,0.0816627165517678,1.0182187606032627
69,36.12827670476002,15.710429186294936,147.85032893488835,449.4716666666667,88.2,2.2,125.7,3.8,1.8,1.1,633.4654796,2.776965440278856,0.06765534748804722,0.8655168654881571
70,36.09976137012299,15.32558502988181,144.3877461236142,347.62666666666667,87.4,2.1,124.9,-0.5,4.8,2.9,670.3761858,2.8766886571063943,0.18244551839601714,0.7611686920635778
71,34.576534475762394,15.712749016593413,147.52660156381086,505.10833333333335,85.7,2.1,131.5,0.4,1.1,0.8,1004.2359241749999,2.9195152834510862,0.04523105340280732,0.9175223279148154
72,38.702721899809085,13.587811702598898,136.36157466837827,302.1983333333333,84.9,2.1,122.4,7.1,3.8,2.7,626.7389725749999,2.2651947849457854,0.15478493169779944,0.7096928130458198
73,43.48683432895483,15.115811214203893,143.83328596160305,265.3833333333333,85.6,2.1,128.7,-1.1,2.6,1.8,625.067840975,2.88137558088593,0.10505290763363531,0.6650605653288696
74,44.331752414111946,17.776941298046346,150.80067208747585,199.73166666666665,82.2,2.2,130.1,0.8,2.3,1.5,626.74070795,3.2571422025113304,0.09230701226462416,0.5769628333880018
75,42.38567352704134,19.06314077844274,151.40483769193017,248.34166666666667,80.5,2.1,126.0,2.9,2.3,1.7,626.73627255,3.373255837893361,0.1044718045828727,0.6433527630917409
76,36.603549329965084,16.393597188879745,147.74099745669284,312.615,82.8,2.2,122.3,3.5,3.0,2.1,626.7553496749999,3.139871088342848,0.13212435283380644,0.7218206148344615
77,38.191924055075255,15.217958446780358,143.04113806662215,366.87666666666667,81.9,2.2,127.3,1.1,2.3,1.6,630.10667085,2.9478170692567827,0.0949343219531662,0.781959788679131
78,43.83439959419412,17.17306191717059,146.88486258186938,225.23,82.4,2.2,123.3,4.1,5.9,2.7,635.1459813499999,3.060870974344555,0.2004851628131425,0.6126853461062484
79,39.27338289862777,16.330924547728916,148.57937299110262,365.9316666666667,80.8,2.3,125.3,4.1,1.8,1.2,1005.91573285,3.176345420545821,0.07530559230062653,0.7809520542972603
80,51.8408624055371,17.973668017045288,136.66172616191074,187.73333333333332,76.6,3.5,117.5,2.2,1.4,1.1,1041.1447257500001,3.0777513915909966,0.0691709571199731,0.5593647190240808
81,66.41892846403728,20.30001455141467,135.96249165554073,86.085,73.2,2.2,115.0,1.3,2.0,1.4,620.0367856999999,3.3403528073663438,0.09597880191512873,0.3787809393303734
82,35.94209349235817,15.425473685292218,129.40301096649185,334.315,72.6,2.6,123.1,3.0,2.7,2.1,626.7577039,2.7316719621492616,0.1223269486489389,0.7464527223251762
83,39.09735595839979,13.825477215420069,120.97906126052894,242.535,75.3,2.1,122.8,1.5,1.6,1.5,621.6880414999999,2.2485271407028167,0.08181371329038818,0.6357869139892705
84,34.9930916692085,15.64519786319554,133.37289467359352,366.12333333333333,74.3,2.2,115.8,6.8,1.5,1.5,615.0097222999999,2.8212918109668355,0.08886141245135937,0.781156549966494
85,46.69563426351267,16.465857180968335,131.5641723557053,386.22833333333335,71.2,2.0,121.9,3.7,1.2,1.1,626.751054575,2.9052590420275473,0.06328459916911808,0.8023178228662808
86,54.636953285653235,21.018771998052834,142.28130814916776,138.54666666666665,77.9,2.0,120.3,1.6,1.2,0.9,626.7507074499999,3.2617055355968283,0.05721842169614677,0.4805321124660777
87,59.06455344021234,16.528456818218153,128.3798553583169,131.97666666666666,70.0,1.7,120.0,3.1,2.7,2.9,992.49651625,2.8791591332456714,0.16440509313674037,0.4690001184553274
88,52.195040514475785,17.34888157871245,130.49823859849567,145.49333333333334,68.3,2.0,117.6,5.2,2.4,1.7,631.783877625,3.0292431227942007,0.10956434522506081,0.492431608336517
89,53.52184453094176,14.251337073240942,122.45677363068786,127.225,74.7,2.0,120.5,1.9,1.5,1.4,620.0320619999999,2.378463362587545,0.07850999653500916,0.4604798222144665
90,45.00378950371579,17.237055649774348,133.54360671236114,189.09833333333333,73.1,2.0,122.9,0.7,4.8,4.6,623.3932126,3.038222473167267,0.2623306696847954,0.5613945928568327
91,41.472095784029925,16.900957645976984,135.7868018018018,228.04166666666666,77.3,2.0,127.1,-1.3,3.4,2.9,618.345100375,2.9399489477675944,0.162884068087794,0.616497724606056
92,43.14029661562669,17.54748136030216,133.15173999019723,202.68833333333333,69.4,1.9,122.0,-1.7,4.4,4.8,609.9604985,3.3530604503174803,0.2740529880081725,0.5812175916891099
93,43.09253908786659,15.708653604332799,131.8910251430643,264.0133333333333,72.1,1.9,118.4,3.3,3.0,2.1,630.109643175,2.9820009049337153,0.1341866265492974,0.6633417084898419
94,34.52089573169066,16.25085264542595,129.33392192141932,403.82666666666665,66.7,2.0,135.5,-2.8,3.6,3.0,636.8169197,3.018169830323769,0.15994597189354892,0.8203928598204914
95,53.425050067892585,17.185923190060045,133.28216047102788,159.45,71.5,1.9,122.3,1.0,1.8,1.7,938.8060889999999,3.106201986458906,0.09825386698864973,0.5155094567512802
96,56.312755399146475,13.299705874756732,133.77844243792325,184.84833333333333,83.9,2.1,123.1,0.4,1.6,1.0,1061.281250225,2.512106135150449,0.06043298380136572,0.55505004779349
97,61.622020087486,16.42579146333858,141.78494510413103,134.62333333333333,82.9,1.9,126.8,-4.3,3.0,1.9,621.7067317249999,3.114399896694155,0.11923253945454372,0.4736794509182578
98,51.11923951654576,17.101809391048423,147.22392615015136,139.99833333333333,89.8,1.9,125.4,-1.3,1.6,0.9,623.386043925,2.926830450067352,0.05851628892907908,0.48304301625792667
99,31.340588732456226,13.933247697831705,137.94690167387208,609.3966666666666,83.1,2.0,122.8,1.7,1.6,1.4,625.078961525,2.7049522431734565,0.0795111198921777,1.0078001345063965
100,56.71368025598598,17.39511997179302,144.1094582120287,99.55,84.4,1.9,124.0,0.6,2.6,1.6,625.075988675,2.9793073695578975,0.10213775441484566,0.40732869610017247
101,59.4701440619908,18.365498008225515,141.81466519769862,116.12833333333333,78.2,1.8,118.2,3.5,2.0,1.3,623.393108525,3.1786519245822022,0.08743737514805834,0.4399400211645017
102,44.485695842392346,16.466545699453242,143.41937734048022,187.94,84.5,1.9,120.3,1.6,2.1,1.5,628.417619625,2.977939388013312,0.09374704806010754,0.559672523296734
103,67.12000848337823,11.832159384299054,128.0429308070512,88.50666666666666,85.7,2.0,122.9,2.1,3.6,2.2,880.091317625,2.0465282143537014,0.12698214495836602,0.38407175255557535
104,64.38404675623447,17.750662655595754,155.58283171944518,84.24666666666667,90.6,1.9,119.9,0.9,0.8,0.5,633.358252625,3.340431178036133,0.03479202834310785,0.37471470629148135
105,62.26427381154358,15.082347970167307,140.13611111111112,82.63333333333334,84.2,2.0,120.5,-0.1,3.3,2.3,614.9877756499999,2.9064372982941453,0.14349778536972987,0.3711094477673968
106,51.63263023385791,15.125396163895612,140.69101249719375,139.85333333333332,84.0,1.9,125.5,0.1,3.2,2.5,625.06384405,2.8182775148004855,0.14379954720791635,0.4827928011982872
107,65.29164165056407,18.14428559787602,147.1540353645519,78.29,81.7,1.9,117.4,2.6,2.5,2.2,620.0265064499999,3.3461475385728225,0.13724060903824267,0.36122476843834134
108,50.72335213729218,17.825883635511683,152.98665719067378,154.08333333333334,82.4,1.9,124.2,1.4,1.6,1.2,630.090369775,3.4816151967931646,0.07533768369714541,0.5067598598503591
109,55.285671287670716,12.83290763022025,133.13495961491392,636.7733333333333,79.5,1.9,118.9,4.9,2.6,1.7,620.046689175,2.5617619646191088,0.10547889469539447,1.0301887637170621
110,59.06348310653429,16.662197808528514,146.23577486507324,92.09333333333333,84.9,1.9,119.0,2.8,2.1,1.7,628.42236925,3.074357923585779,0.10461071791067525,0.39177658032211277
111,49.595154888658726,12.281238485971745,135.52381391233826,187.38833333333332,84.4,1.9,124.5,1.9,4.4,3.1,856.599198225,2.47107499559931,0.1784709861546085,0.5588505067447724
112,34.962135714955814,19.178059711373653,150.9406326679488,518.6716666666666,79.3,2.2,114.3,9.1,3.6,2.5,1168.65951925,3.4197633786061243,0.17405655598594688,0.9297595268550777
113,28.63146778136113,15.86326911730153,141.10103055057135,572.0483333333333,87.1,2.1,116.0,5.9,3.4,3.9,641.8544283,2.5916503529402672,0.22344763225844835,0.9764291520068872
114,36.23507364306432,15.255932827296817,136.01155747561572,305.70666666666665,80.7,2.1,118.1,1.8,1.4,1.3,640.1748398249999,2.8318986809703492,0.07659778672249476,0.7138004700972892
115,38.691750522945235,16.630741684589772,136.33917789624016,241.08833333333334,79.3,2.2,120.6,3.7,3.9,4.3,638.4907483249999,2.764260877707305,0.2401263482284763,0.6338879150834861
116,40.196982945190975,18.040939581948283,144.41046353514548,255.38,84.1,1.9,113.0,4.7,5.3,4.3,631.7888731749999,3.07579997428902,0.27818864971625556,0.6524058041842771
117,31.060255608249467,15.814741924725356,139.83295292526665,552.3066666666666,81.5,2.0,119.5,1.8,1.6,2.1,633.465641,2.9567443998570426,0.11676717624399424,0.9594327027525751
118,35.02913520334997,14.706153851312983,134.49051311228135,512.995,83.3,2.0,111.7,3.3,7.2,5.6,656.954375275,2.679639274411445,0.35779871460968943,0.9246575942837795
119,42.59656379225581,14.115306449475204,136.89153519417476,270.61,81.8,2.1,114.2,4.3,2.4,2.5,1148.5283465,2.7797468910997574,0.14879582532792304,0.6715777443205416
120,41.72908902307104,15.9647068387436,139.00385272773124,244.925,86.2,2.1,116.0,-0.7,2.4,1.4,636.8137417,2.8827506857613816,0.09621469766965439,0.6389118353367179
121,43.464269917360305,19.10960779692782,145.21058752384053,222.66833333333332,82.5,2.0,117.8,1.5,3.8,3.3,640.1719374749999,3.2475905944312675,0.20407121642879758,0.6091911759775325
122,28.843903475375097,14.895674378993542,136.5980729276755,654.005,82.1,2.1,122.0,-0.6,1.7,1.6,618.366235225,2.822647178671901,0.09093185603999815,1.0440346418262823
123,35.01546959613514,16.61340289906283,138.90757516333616,354.78833333333336,79.0,2.2,116.5,0.8,5.8,5.2,616.6814564,3.17100725125194,0.3205536273417327,0.7689693679782628
124,33.045235671606285,14.916969420461376,135.9547406023662,413.375,76.1,2.1,119.6,0.2,3.3,2.9,646.88807215,3.1174091033845217,0.1742699458198893,0.8300351398183895
125,31.715475519061933,15.785028355362332,139.22694383771434,672.4733333333334,77.7,2.0,121.1,4.3,3.2,3.9,635.1465283,2.9534962756871566,0.21588851660248629,1.0586731737835284
126,40.680739027712576,18.936958868109517,146.99092070599144,305.78,79.1,2.2,119.7,-1.5,2.6,2.6,643.5214411499999,3.623168374372987,0.15695194068600152,0.7138860786801584
127,30.063007679262665,12.381255673632458,130.12690798081115,595.1266666666667,79.8,2.2,123.3,-0.4,4.6,5.7,1155.2380817499998,2.571315286942982,0.30444180606368404,0.9959306089169957
