GCUId	Chn	Mean_Ping	Mean_Pong	RMS_Ping	RMS_Pong	Length	x	y	z
8151	26	75.7558	73.3452	3.20506	3.20245	10	-16717.1	-732.64	9784.81
8151	27	69.9436	68.7656	3.35075	3.31901	10	-16612.4	-2662.75	9626.91
8151	28	77.6661	67.8473	3.14958	3.17193	10	-16679.8	-3525.17	9224.85
8151	29	74.498	69.2508	3.36944	3.3656	10	-17391	978.247	8505.13
8151	30	65.6221	63.4256	3.66379	3.71809	10	-16108.6	-4528.87	9784.81
8151	31	63.7344	67.7566	3.25401	3.2423	10	-16119.4	-4819.37	9626.91
8151	32	70.1442	66.9407	3.00586	3.03137	5	-17247	-3573.98	8093.58
8151	33	65.5238	67.0594	2.52675	2.51091	5	-17428.3	-1427.64	8363.94
8151	34	68.149	69.7218	2.53855	2.57244	5	-17861.8	-365.275	7520.69
8151	35	64.4509	63.5168	2.59066	2.62196	5	-17366.6	-3322.05	7943.8
8151	36	68.5596	65.6499	2.56727	2.6034	5	-17842.3	-912.477	7520.69
8151	37	65.7453	58.8143	2.46788	2.46955	5	-17574.8	-2806.59	7680.41
8151	38	65.3063	66.5089	2.43033	2.45947	5	-17609.8	-359.872	8093.58
8151	39	71.2956	67.2003	2.33499	2.36054	5	-17485.8	178.651	8363.94
8151	40	61.628	65.2009	2.49203	2.49231	5	-17554.6	-1437.99	8093.58
8151	41	67.0632	71.8108	2.38647	2.37507	5	-17797.3	-90.9124	7680.41
8151	42	61.8082	63.3224	2.5523	2.56425	5	-17683.1	-2546.89	7520.69
